TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC	LEVENSHTEIN	DATE
pâtisserie	O	_	_	_	_	_	_	_	_		
que	O	_	_	_	_	_	_	_	_		
tenoit	O	_	_	_	_	_	_	_	_		
feu	O	_	_	_	_	_	_	_	_		
Mlle	B-PERS	_	_	_	_	_	_	_	NOSPACEAFTER		
.	I-PERS	_	_	_	_	_	_	_	ENDOFSENTENCE		
Eckard	I-PERS	_	_	_	_	_	_	_	_		
à	O	_	_	_	_	_	_	_	_		
la	O	_	_	_	_	_	_	_	_		
rue	B-LOC	_	_	_	_	_	_	_	_		
des	I-LOC	_	_	_	_	_	_	_	_		
Moulins	I-LOC	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	ENDOFLINE		
avisent	O	_	_	_	_	_	_	_	_		
lé	O	_	_	_	_	_	_	_	_		
public	O	_	_	_	_	_	_	_	_		
qu	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
elles	O	_	_	_	_	_	_	_	_		
le	O	_	_	_	_	_	_	_	_		
tiendront	O	_	_	_	_	_	_	_	_		
sur	O	_	_	_	_	_	_	_	_		
le	O	_	_	_	_	_	_	_	_		
même	O	_	_	_	_	_	_	_	_		
pied	O	_	_	_	_	_	_	_	ENDOFLINE		
que	O	_	_	_	_	_	_	_	_		
ladite	B-PERS	_	_	_	_	_	_	_	_		
demoiselle	B-PERS	_	_	_	_	_	_	_	_		
Eckard	I-PERS	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
Elles	O	_	_	_	_	_	_	_	_		
osent	O	_	_	_	_	_	_	_	_		
se	O	_	_	_	_	_	_	_	_		
flatter	O	_	_	_	_	_	_	_	_		
que	O	_	_	_	_	_	_	_	_		
les	O	_	_	_	_	_	_	_	ENDOFLINE		
p	O	_	_	_	_	_	_	_	_		
ersonnes	O	_	_	_	_	_	_	_	_		
qui	O	_	_	_	_	_	_	_	_		
voudront	O	_	_	_	_	_	_	_	_		
bien	O	_	_	_	_	_	_	_	_		
les	O	_	_	_	_	_	_	_	_		
honorer	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
leur	O	_	_	_	_	_	_	_	ENDOFLINE		
confianceauront	O	_	_	_	_	_	_	_	_		
lieu	O	_	_	_	_	_	_	_	_		
d	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
être	O	_	_	_	_	_	_	_	_		
satisfaites	O	_	_	_	_	_	_	_	_		
à	O	_	_	_	_	_	_	_	_		
tous	O	_	_	_	_	_	_	_	_		
égards	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	NOSPACEAFTER|ENDOFSENTENCE		
.	O	_	_	_	_	_	_	_	ENDOFLINE|ENDOFSENTENCE		
4	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
Un	O	_	_	_	_	_	_	_	_		
bourgeois	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
cette	O	_	_	_	_	_	_	_	_		
ville	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
connu	O	_	_	_	_	_	_	_	_		
avantageusement	O	_	_	_	_	_	_	_	_		
par	O	_	_	_	_	_	_	_	ENDOFLINE		
ses	O	_	_	_	_	_	_	_	_		
bonnesi	O	_	_	_	_	_	_	_	_		
mœurs	O	_	_	_	_	_	_	_	_		
et	O	_	_	_	_	_	_	_	_		
conduite	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
desireroit	O	_	_	_	_	_	_	_	_		
nouver	O	_	_	_	_	_	_	_	_		
une	O	_	_	_	_	_	_	_	_		
petite	O	_	_	_	_	_	_	_	ENDOFLINE		
auberge	O	_	_	_	_	_	_	_	_		
a	O	_	_	_	_	_	_	_	_		
louer	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
ou	O	_	_	_	_	_	_	_	_		
un	O	_	_	_	_	_	_	_	_		
emplacement	O	_	_	_	_	_	_	_	_		
propre	O	_	_	_	_	_	_	_	_		
à	O	_	_	_	_	_	_	_	_		
un	O	_	_	_	_	_	_	_	_		
vendage	O	_	_	_	_	_	_	_	ENDOFLINE		
de	O	_	_	_	_	_	_	_	_		
vin	O	_	_	_	_	_	_	_	_		
;	O	_	_	_	_	_	_	_	_		
ou	O	_	_	_	_	_	_	_	_		
encore	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
un	O	_	_	_	_	_	_	_	_		
jardin	O	_	_	_	_	_	_	_	_		
avec	O	_	_	_	_	_	_	_	_		
logement	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
où	O	_	_	_	_	_	_	_	_		
!	O	_	_	_	_	_	_	_	_		
l	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
on	O	_	_	_	_	_	_	_	_		
pût	O	_	_	_	_	_	_	_	ENDOFLINE		
tenir	O	_	_	_	_	_	_	_	_		
un	O	_	_	_	_	_	_	_	_		
quilier	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
S	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
adresser	O	_	_	_	_	_	_	_	_		
au	O	_	_	_	_	_	_	_	_		
bureau	O	_	_	_	_	_	_	_	_		
d	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
avis	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
;	O	_	_	_	_	_	_	_	ENDOFLINE|ENDOFSENTENCE		
5	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	_		
Mercredi	O	_	_	_	_	_	_	_	_		
7	O	_	_	_	_	_	_	_	_		
du	O	_	_	_	_	_	_	_	_		
courant	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
on	O	_	_	_	_	_	_	_	_		
a	O	_	_	_	_	_	_	_	_		
trouvé	O	_	_	_	_	_	_	_	_		
un	O	_	_	_	_	_	_	_	_		
paquet	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
toile	O	_	_	_	_	_	_	_	ENDOFLINE		
sur	O	_	_	_	_	_	_	_	_		
lé	O	_	_	_	_	_	_	_	_		
Crêt	B-LOC	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
La	O	_	_	_	_	_	_	_	_		
_	O	_	_	_	_	_	_	_	NOSPACEAFTER		
personne	O	_	_	_	_	_	_	_	_		
qui	O	_	_	_	_	_	_	_	_		
l	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
a	O	_	_	_	_	_	_	_	_		
perdu	O	_	_	_	_	_	_	_	_		
apprendra	O	_	_	_	_	_	_	_	_		
au	O	_	_	_	_	_	_	_	_		
bureau	O	_	_	_	_	_	_	_	ENDOFLINE		
d	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
avis	O	_	_	_	_	_	_	_	_		
le	O	_	_	_	_	_	_	_	_		
nom	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
celle	O	_	_	_	_	_	_	_	NOSPACEAFTER		
-	O	_	_	_	_	_	_	_	NOSPACEAFTER		
qui	O	_	_	_	_	_	_	_	_		
l	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
a	O	_	_	_	_	_	_	_	_		
trouvé	O	_	_	_	_	_	_	_	_		
.	O	_	_	_	_	_	_	_	NOSPACEAFTER|ENDOFSENTENCE		
,	O	_	_	_	_	_	_	_	ENDOFLINE|ENDOFSENTENCE		
6	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	_		
Oh	O	_	_	_	_	_	_	_	_		
demande	O	_	_	_	_	_	_	_	_		
une	O	_	_	_	_	_	_	_	_		
fille	O	_	_	_	_	_	_	_	_		
qui	O	_	_	_	_	_	_	_	_		
sache	O	_	_	_	_	_	_	_	_		
fane	O	_	_	_	_	_	_	_	_		
un	O	_	_	_	_	_	_	_	_		
bon	O	_	_	_	_	_	_	_	_		
ordinaire	O	_	_	_	_	_	_	_	_		
et	O	_	_	_	_	_	_	_	ENDOFLINE		
soigner	O	_	_	_	_	_	_	_	_		
des	O	_	_	_	_	_	_	_	_		
enfans	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
qui	O	_	_	_	_	_	_	_	_		
aye	O	_	_	_	_	_	_	_	_		
bonne	O	_	_	_	_	_	_	_	_		
conduite	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
Elle	O	_	_	_	_	_	_	_	_		
pourrait	O	_	_	_	_	_	_	_	ENDOFLINE		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
entrer	O	_	_	_	_	_	_	_	_		
en	O	_	_	_	_	_	_	_	_		
place	O	_	_	_	_	_	_	_	_		
dés	O	_	_	_	_	_	_	_	_		
à	O	_	_	_	_	_	_	_	_		
présent	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
S	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
adr	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
au	O	_	_	_	_	_	_	_	_		
bureau	O	_	_	_	_	_	_	_	_		
d	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
avis	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFLINE|ENDOFSENTENCE		
7	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
Far	O	_	_	_	_	_	_	_	_		
due	O	_	_	_	_	_	_	_	_		
permission	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
vendredi	O	_	_	_	_	_	_	_	_		
17	O	_	_	_	_	_	_	_	_		
du	O	_	_	_	_	_	_	_	_		
courant	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
à	O	_	_	_	_	_	_	_	_		
9	O	_	_	_	_	_	_	_	_		
heures	O	_	_	_	_	_	_	_	ENDOFLINE		
du	O	_	_	_	_	_	_	_	_		
matin	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
on	O	_	_	_	_	_	_	_	_		
exposera	O	_	_	_	_	_	_	_	_		
en	O	_	_	_	_	_	_	_	_		
montes	O	_	_	_	_	_	_	_	_		
dans	O	_	_	_	_	_	_	_	_		
l	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
antï	O	_	_	_	_	_	_	_	NOSPACEAFTER		
-	O	_	_	_	_	_	_	_	NOSPACEAFTER		
chambre	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
lé	O	_	_	_	_	_	_	_	ENDOFLINE		
salle	O	_	_	_	_	_	_	_	_		
du	O	_	_	_	_	_	_	_	_		
Concert	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
divers	O	_	_	_	_	_	_	_	_		
meubles	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
la	O	_	_	_	_	_	_	_	_		
plupart	O	_	_	_	_	_	_	_	_		
en	O	_	_	_	_	_	_	_	_		
bon	O	_	_	_	_	_	_	_	_		
état	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	ENDOFLINE		
tels	O	_	_	_	_	_	_	_	_		
que	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
buffets	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
lits	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
matelas	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
batterie	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
cuisine	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
vieux	O	_	_	_	_	_	_	_	ENDOFLINE		
étain	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
etc	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFLINE		
8	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
Le	O	_	_	_	_	_	_	_	_		
lendemain	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
la	O	_	_	_	_	_	_	_	_		
prestation	O	_	_	_	_	_	_	_	_		
des	O	_	_	_	_	_	_	_	_		
sermens	O	_	_	_	_	_	_	_	_		
à	O	_	_	_	_	_	_	_	_		
Neuchatel	B-LOC	_	_	_	_	_	_	_	_		
i	O	_	_	_	_	_	_	_	ENDOFLINE		
on	O	_	_	_	_	_	_	_	_		
a	O	_	_	_	_	_	_	_	_		
trouvé	O	_	_	_	_	_	_	_	_		
un	O	_	_	_	_	_	_	_	_		
chien	O	_	_	_	_	_	_	_	_		
d	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
arrêt	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
La	O	_	_	_	_	_	_	_	_		
personne	O	_	_	_	_	_	_	_	_		
à	O	_	_	_	_	_	_	_	_		
qui	O	_	_	_	_	_	_	_	_		
il	O	_	_	_	_	_	_	_	_		
appartient	O	_	_	_	_	_	_	_	ENDOFLINE		
peut	O	_	_	_	_	_	_	_	_		
le	O	_	_	_	_	_	_	_	_		
réclamer	O	_	_	_	_	_	_	_	_		
chez	O	_	_	_	_	_	_	_	_		
Jean	B-PERS	_	_	_	_	_	_	_	NOSPACEAFTER		
-	I-PERS	_	_	_	_	_	_	_	NOSPACEAFTER		
Frédéric	I-PERS	_	_	_	_	_	_	_	_		
Borel	I-PERS	_	_	_	_	_	_	_	NOSPACEAFTER		
,	I-PERS	_	_	_	_	_	_	_	_		
maître	I-PERS	_	_	_	_	_	_	_	ENDOFLINE		
charpentier	I-PERS	_	_	_	_	_	_	_	_		
à	I-PERS	_	_	_	_	_	_	_	_		
Couve	I-PERS	_	_	_	_	_	_	_	_		
t	I-PERS	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	NOSPACEAFTER|ENDOFSENTENCE		
'	I-PERS	_	_	_	_	_	_	_	NOSPACEAFTER		
-	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	ENDOFLINE		
g	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
Dans	O	_	_	_	_	_	_	_	_		
une	O	_	_	_	_	_	_	_	_		
maison	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
cette	O	_	_	_	_	_	_	_	_		
ville	O	_	_	_	_	_	_	_	_		
on	O	_	_	_	_	_	_	_	_		
demande	O	_	_	_	_	_	_	_	_		
une	O	_	_	_	_	_	_	_	_		
jeune	O	_	_	_	_	_	_	_	ENDOFLINE		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
fille	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
bonne	O	_	_	_	_	_	_	_	_		
conduite	O	_	_	_	_	_	_	_	_		
et	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
bonnes	O	_	_	_	_	_	_	_	_		
mœurs	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
pour	O	_	_	_	_	_	_	_	_		
soigner	O	_	_	_	_	_	_	_	ENDOFLINE		
un	O	_	_	_	_	_	_	_	_		
enfant	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
S	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
adr	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
au	O	_	_	_	_	_	_	_	_		
""""	O	_	_	_	_	_	_	_	NOSPACEAFTER		
bureau	O	_	_	_	_	_	_	_	_		
d	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
avis	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFLINE|ENDOFSENTENCE		
10	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	_		
M	B-PERS	_	_	_	_	_	_	_	NOSPACEAFTER		
.	I-PERS	_	_	_	_	_	_	_	_		
Rougemont	I-PERS	_	_	_	_	_	_	_	NOSPACEAFTER		
,	I-PERS	_	_	_	_	_	_	_	_		
commissaire	I-PERS	_	_	_	_	_	_	_	_		
général	I-PERS	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
demande	O	_	_	_	_	_	_	_	_		
à	O	_	_	_	_	_	_	_	_		
acheter	O	_	_	_	_	_	_	_	ENDOFLINE		
des	O	_	_	_	_	_	_	_	_		
bosses	O	_	_	_	_	_	_	_	_		
à	O	_	_	_	_	_	_	_	_		
char	O	_	_	_	_	_	_	_	_		
et	O	_	_	_	_	_	_	_	_		
des	O	_	_	_	_	_	_	_	_		
bollers	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
diverses	O	_	_	_	_	_	_	_	_		
grandeurs	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFLINE|ENDOFSENTENCE		
11	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	_		
M	B-PERS	_	_	_	_	_	_	_	NOSPACEAFTER		
.	I-PERS	_	_	_	_	_	_	_	_		
Fa	I-PERS	_	_	_	_	_	_	_	_		
vre	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
négociant	O	_	_	_	_	_	_	_	_		
sur	O	_	_	_	_	_	_	_	_		
la	O	_	_	_	_	_	_	_	_		
place	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
a	O	_	_	_	_	_	_	_	_		
reçu	O	_	_	_	_	_	_	_	_		
e	O	_	_	_	_	_	_	_	_		
j	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
commission	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	ENDOFLINE		
la	O	_	_	_	_	_	_	_	_		
graine	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
tre	O	_	_	_	_	_	_	_	_		
lie	O	_	_	_	_	_	_	_	_		
nouvelle	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
qu	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
il	O	_	_	_	_	_	_	_	_		
offre	O	_	_	_	_	_	_	_	_		
en	O	_	_	_	_	_	_	_	_		
gros	O	_	_	_	_	_	_	_	_		
et	O	_	_	_	_	_	_	_	_		
en	O	_	_	_	_	_	_	_	_		
détail	O	_	_	_	_	_	_	_	ENDOFLINE		
-	O	_	_	_	_	_	_	_	NOSPACEAFTER		
à	O	_	_	_	_	_	_	_	_		
un	O	_	_	_	_	_	_	_	_		
prix	O	_	_	_	_	_	_	_	_		
modique	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFLINE|ENDOFSENTENCE		
£	O	_	_	_	_	_	_	_	_		
2	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	_		
Le	O	_	_	_	_	_	_	_	_		
sieur	B-PERS	_	_	_	_	_	_	_	_		
Quartier	I-PERS	_	_	_	_	_	_	_	_		
_	O	_	_	_	_	_	_	_	NOSPACEAFTER		
^	O	_	_	_	_	_	_	_	_		
instituteur	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
s	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
étant	O	_	_	_	_	_	_	_	_		
décidé	O	_	_	_	_	_	_	_	_		
d	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
aller	O	_	_	_	_	_	_	_	ENDOFLINE		
passer	O	_	_	_	_	_	_	_	_		
tout	O	_	_	_	_	_	_	_	_		
au	O	_	_	_	_	_	_	_	_		
moins	O	_	_	_	_	_	_	_	_		
l	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
été	O	_	_	_	_	_	_	_	_		
prochain	O	_	_	_	_	_	_	_	_		
à	O	_	_	_	_	_	_	_	_		
la	O	_	_	_	_	_	_	_	_		
campagne	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
invite	O	_	_	_	_	_	_	_	_		
les	O	_	_	_	_	_	_	_	NOSPACEAFTER		
)	O	_	_	_	_	_	_	_	ENDOFLINE		
personnes	O	_	_	_	_	_	_	_	_		
qui	O	_	_	_	_	_	_	_	_		
voudraient	O	_	_	_	_	_	_	_	_		
se	O	_	_	_	_	_	_	_	_		
pourvoir	O	_	_	_	_	_	_	_	_		
chez	O	_	_	_	_	_	_	_	_		
lui	O	_	_	_	_	_	_	_	_		
d	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
encre	O	_	_	_	_	_	_	_	_		
et	O	_	_	_	_	_	_	_	ENDOFLINE		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
de	O	_	_	_	_	_	_	_	_		
plumes	O	_	_	_	_	_	_	_	_		
taillées	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
s	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
annoncer	O	_	_	_	_	_	_	_	_		
au	O	_	_	_	_	_	_	_	_		
plutôt	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
Il	O	_	_	_	_	_	_	_	_		
lui	O	_	_	_	_	_	_	_	_		
reste	O	_	_	_	_	_	_	_	ENDOFLINE		
quelques	O	_	_	_	_	_	_	_	_		
papiers	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
tant	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
poste	O	_	_	_	_	_	_	_	_		
qu	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
autres	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
différens	O	_	_	_	_	_	_	_	ENDOFLINE		
formats	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
dont	O	_	_	_	_	_	_	_	_		
il	O	_	_	_	_	_	_	_	_		
veut	O	_	_	_	_	_	_	_	_		
se	O	_	_	_	_	_	_	_	_		
dèiaire	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
et	O	_	_	_	_	_	_	_	_		
qu	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
il	O	_	_	_	_	_	_	_	_		
cédera	O	_	_	_	_	_	_	_	_		
pendant	O	_	_	_	_	_	_	_	_		
la	O	_	_	_	_	_	_	_	ENDOFLINE		
foire	O	_	_	_	_	_	_	_	_		
au	O	_	_	_	_	_	_	_	_		
dessous	O	_	_	_	_	_	_	_	_		
du	O	_	_	_	_	_	_	_	_		
prix	O	_	_	_	_	_	_	_	_		
coûtant	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFLINE|ENDOFSENTENCE		
Ï	O	_	_	_	_	_	_	_	_		
3	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	_		
On	O	_	_	_	_	_	_	_	_		
demande	O	_	_	_	_	_	_	_	_		
pour	O	_	_	_	_	_	_	_	_		
le	O	_	_	_	_	_	_	_	_		
commencement	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
mars	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
une	O	_	_	_	_	_	_	_	ENDOFLINE		
servante	O	_	_	_	_	_	_	_	_		
qui	O	_	_	_	_	_	_	_	_		
sache	O	_	_	_	_	_	_	_	_		
coudre	O	_	_	_	_	_	_	_	_		
et	O	_	_	_	_	_	_	_	_		
travailler	O	_	_	_	_	_	_	_	_		
dans	O	_	_	_	_	_	_	_	_		
un	O	_	_	_	_	_	_	_	_		
jardin	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
S	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
adr	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFLINE|ENDOFSENTENCE		
au	O	_	_	_	_	_	_	_	_		
bureau	O	_	_	_	_	_	_	_	_		
d	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
avis	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	NOSPACEAFTER|ENDOFSENTENCE		
'	O	_	_	_	_	_	_	_	ENDOFLINE|NOSPACEAFTER		
14	O	_	_	_	_	_	_	_	NOSPACEAFTER		
